Accessory,Background,Clothes,Eyes,Fur,Headwear,Mouth,_id,description,edition,image,name
None,Lightning,No FUD,Wink,Orange,Halo,Normal,61aa7e195f3a3742af4c6cc0,SHIBOSHIS - Official Collection,9198,https://shiboshis.mypinata.cloud/ipfs/QmeLNNmtRfuArVr6VBdmUGMPT6n4XRbX8mPPZq1zXsPmft,#9197
None,Red,Sailor,Crosseyed,Orange,Cowboy Hat,Pipe,61aa7e195f3a3742af4c6cc1,SHIBOSHIS - Official Collection,9199,https://shiboshis.mypinata.cloud/ipfs/QmUrjQXBGkWRnEWUrXMWiHnGdmqxL53pGjrekDJEzFcBjP,#9198
None,Orange Fade,Orange Gi,Cyborg,Orange,Halo,Whistle,61aa7e195f3a3742af4c6cc2,SHIBOSHIS - Official Collection,9200,https://shiboshis.mypinata.cloud/ipfs/QmczUw7aP7H6ME4x4H4BwChQwygJzA3L4UFAtuzi2F46jg,#9199
None,Snowy Mountains,Steel,Glasses,Orange,Party Hat,Bone,61aa7e195f3a3742af4c6cc3,SHIBOSHIS - Official Collection,9201,https://shiboshis.mypinata.cloud/ipfs/QmUWmdwWz6Jb5DkfvesK7GLywJdKC4vgyTbh388XPQ3bca,#9200
None,Lightning,Sailor,Laser Eyes,Black,Rasta,Bubblegum,61aa7e195f3a3742af4c6cc4,SHIBOSHIS - Official Collection,9202,https://shiboshis.mypinata.cloud/ipfs/Qmei6S9Kc7mKauNGXEkLhUbHsAjrsMVKehmZmWoXd9Q719,#9201
None,Beach,Peace Tank,Red,Black,Blonde Hair,Party Popper,61aa7e195f3a3742af4c6cc5,SHIBOSHIS - Official Collection,9203,https://shiboshis.mypinata.cloud/ipfs/QmPeJuNDMhdtZQNaS8BtP23AwraVzeqQytoF471juAKhiT,SHIBnCHONG
None,Lightning,Steel,Look Up,Orange,Blue Hair,Flames,61aa7e195f3a3742af4c6cc6,SHIBOSHIS - Official Collection,9204,https://shiboshis.mypinata.cloud/ipfs/QmTfgZArjXA843LsanvsoogfnYgZWyUVYzNFvMyqurTw6v,#9203
None,Snowy Mountains,Clown,Rocker Makeup,Orange,Cowboy Hat,Flames,61aa7e195f3a3742af4c6cc7,SHIBOSHIS - Official Collection,9205,https://shiboshis.mypinata.cloud/ipfs/QmaCCaN6ZbymqCduducVYjujax6CeJ7tgZFSimFxftMWtF,#9204
None,Snowy Mountains,Bat,Look Forward,Orange,Party Hat,Cigarette,61aa7e195f3a3742af4c6cc8,SHIBOSHIS - Official Collection,9206,https://shiboshis.mypinata.cloud/ipfs/QmeuQEzny9S9AArbFp2MRYZVcsYxTWnnMLT1h3XzxzQtmQ,#9205
None,Orange,Blue Armor,Laser Eyes,Brown,Wizard Hat,Tongue Out,61aa7e195f3a3742af4c6cc9,SHIBOSHIS - Official Collection,9207,https://shiboshis.mypinata.cloud/ipfs/QmU4NymhXYpaB3tPYXtz7pR3ymJ7LaRbHGEcx7BmmKLgtj,#9206
None,Orange Fade,No FUD,Black Mask,Orange,Cyborg,Mask,61aa7e195f3a3742af4c6cca,SHIBOSHIS - Official Collection,9208,https://shiboshis.mypinata.cloud/ipfs/QmQn5Yc8G4w5JkkGT5TMmqPSSEv7e1X9rkRxUfsEtA3DxB,#9207
None,Purple,Astro,Meme Shades,Brown,Army,Normal,61aa7e195f3a3742af4c6ccb,SHIBOSHIS - Official Collection,9209,https://shiboshis.mypinata.cloud/ipfs/QmZFX8QDvEvXxN5ywr4WohUNhcLcixMdsmPyESKny2RgZ6,#9208
None,Red,Bat,Classic,Orange,Rasta,Party Popper,61aa7e195f3a3742af4c6ccc,SHIBOSHIS - Official Collection,9210,https://shiboshis.mypinata.cloud/ipfs/QmfZ4EGyFyWLJXc3zSropHaUpgfptBPHeKYR6YVfsg8NAW,#9209
None,Snowy Mountains,No FUD,Black Mask,Orange,Blue Hair,Whistle,61aa7e195f3a3742af4c6ccd,SHIBOSHIS - Official Collection,9211,https://shiboshis.mypinata.cloud/ipfs/QmSD61YLqFGCpumxbZ2nBuw87DYw9uMRsevBXLSjoTWD2c,#9210
None,Beach,Astro,Laser Eyes,Brown,Army,Whistle,61aa7e195f3a3742af4c6cce,SHIBOSHIS - Official Collection,9212,https://shiboshis.mypinata.cloud/ipfs/QmTdcQSHBcJL6GN5vUVX15KKi3MhMdjFzZY9BKNADYLZa8,#9211
None,Green,Blue Armor,Cyborg,Brown,Ryoshi,Pizza,61aa7e195f3a3742af4c6ccf,SHIBOSHIS - Official Collection,9213,https://shiboshis.mypinata.cloud/ipfs/QmdiboqzJNf3nbW7ZGxL7PVF3tbDwgciy7ADBN8i8yNKrp,#9212
None,Orange Fade,Overalls,Look Forward,Orange,Mohawk,Growl,61aa7e195f3a3742af4c6cd0,SHIBOSHIS - Official Collection,9214,https://shiboshis.mypinata.cloud/ipfs/QmWa2Va6caaeygoFKi1Xmh56cTs1Q96tBnb3RME4iy825U,#9213
None,Rainbow,No FUD,Spirals,Orange,None,Pipe,61aa7e195f3a3742af4c6cd1,SHIBOSHIS - Official Collection,9215,https://shiboshis.mypinata.cloud/ipfs/QmVcYiPH1bCkvFooHcxEBnAg7uCKSf1VtPd8EEprmdJcVT,#9214
None,Purple,Overalls,Monocle,Brown,None,Flames,61aa7e195f3a3742af4c6cd2,SHIBOSHIS - Official Collection,9216,https://shiboshis.mypinata.cloud/ipfs/QmZiYda77r7Quo749ARC3fuRZMCPpEK3AWHwSQhaTetUU2,#9215
None,Blue,Overalls,Laser Eyes,Orange,Halo,Flames,61aa7e195f3a3742af4c6cd3,SHIBOSHIS - Official Collection,9217,https://shiboshis.mypinata.cloud/ipfs/QmWNeCasT6YoCr6MySh3krS6PawquxCkAHUfzqaruczTWS,#9216
None,Rainbow,Doctor,Black Mask,Orange,Crown,Whistle,61aa7e195f3a3742af4c6cd4,SHIBOSHIS - Official Collection,9218,https://shiboshis.mypinata.cloud/ipfs/QmXa9tTmK6zA6cgKN9bBVsCWrv3UaZDwF9eV3Lsm9tpZiA,#9217
None,Rainbow,Peace Tank,Cyborg,Orange,Ryoshi,Smirk,61aa7e195f3a3742af4c6cd5,SHIBOSHIS - Official Collection,9219,https://shiboshis.mypinata.cloud/ipfs/QmNsGjpZLMQHUtS2p5x26WdwYsXmxECHmbcBwHSd8Btdpd,#9218
None,Orange Fade,Blue Armor,Look Up,Orange,University,Herb,61aa7e195f3a3742af4c6cd6,SHIBOSHIS - Official Collection,9220,https://shiboshis.mypinata.cloud/ipfs/QmPYN7GnQP4W4Dr2MQKCuhQHyBiMe3tMoqSq8h2BvKUA5b,#9219
None,Snowy Mountains,No FUD,Rocker Makeup,Black,Beanie,Pipe,61aa7e195f3a3742af4c6cd7,SHIBOSHIS - Official Collection,9221,https://shiboshis.mypinata.cloud/ipfs/QmQCnTcj1peF29RDac5FMtmYon3U9gp5aqf874QLxungYc,#9220
None,Orange,Jersey,Red,Orange,Clown,Smirk,61aa7e195f3a3742af4c6cd8,SHIBOSHIS - Official Collection,9222,https://shiboshis.mypinata.cloud/ipfs/Qmf7hFeF5hwNkJcCCD3JS1CFaCK3rtoc1jbRpN12gzBoS3,#9221
None,Lightning,Overalls,Look Up,Orange,Halo,Party Popper,61aa7e195f3a3742af4c6cd9,SHIBOSHIS - Official Collection,9223,https://shiboshis.mypinata.cloud/ipfs/QmQuiZAQaDgq7rFV4DZ32KkvuvV1BKxuriaGZ8z9kYuBpk,#9222
None,Red,Ryoshi,3D Glasses,Orange,Top Hat,Pipe,61aa7e195f3a3742af4c6cda,SHIBOSHIS - Official Collection,9224,https://shiboshis.mypinata.cloud/ipfs/QmPAshEDKgFRQx1eZXA8ScpMJBuxuphtRytRD9MJk6W9Gf,#9223
None,Snowy Mountains,Clown,Classic,Orange,Top Hat,Whistle,61aa7e195f3a3742af4c6cdb,SHIBOSHIS - Official Collection,9225,https://shiboshis.mypinata.cloud/ipfs/QmSxMTJkjn6SBRJYbJZo3Cbko2HfbshSSP6zEzqy5122qq,#9224
None,Pyramids,Scarf,Pirate Patch,Brown,Devil Horns,Smirk,61aa7e195f3a3742af4c6cdc,SHIBOSHIS - Official Collection,9226,https://shiboshis.mypinata.cloud/ipfs/QmWzKRsgodFDktmcCqUoWaB5o5kn737dYoZbRZdahPMZ7X,#9225
None,Red,Peace Tank,Look Up,Brown,Blonde Hair,Herb,61aa7e195f3a3742af4c6cdd,SHIBOSHIS - Official Collection,9227,https://shiboshis.mypinata.cloud/ipfs/QmPp1QMFZtFiFyXtYNbSr3cL2ibjsi56mPrQAYv1qfSu2t,#9226
None,Blue,Doctor,Laser Eyes,Orange,Cowboy Hat,Normal,61aa7e195f3a3742af4c6cde,SHIBOSHIS - Official Collection,9228,https://shiboshis.mypinata.cloud/ipfs/QmYe2daKHHZeyWX2WsyCUBpdhYaJSRysgnKkxmUgtnkJgb,#9227
None,Red,Rocker Vest,Red,Black,Party Hat,Whistle,61aa7e195f3a3742af4c6cdf,SHIBOSHIS - Official Collection,9229,https://shiboshis.mypinata.cloud/ipfs/QmZZbyBYWwzGkgBysJYd2pc8781VHd3qyPExV614kyv8nH,#9228
None,Orange,Ryoshi,Glasses,Black,Blonde Hair,Tongue Out,61aa7e195f3a3742af4c6ce0,SHIBOSHIS - Official Collection,9230,https://shiboshis.mypinata.cloud/ipfs/QmVZyiM2FaCCsAraQ2385w36kpctvHGNosTCh3JZsvmPJs,#9229
None,Snowy Mountains,Orange Gi,Meme Shades,Black,Top Hat,Party Popper,61aa7e195f3a3742af4c6ce1,SHIBOSHIS - Official Collection,9231,https://shiboshis.mypinata.cloud/ipfs/QmenCexGC6JDPkjS426968md8bgToC3HQVbJGbon1HWa4Q,#9230
None,Yellow,Overalls,Crosseyed,Orange,Halo,Whistle,61aa7e195f3a3742af4c6ce2,SHIBOSHIS - Official Collection,9232,https://shiboshis.mypinata.cloud/ipfs/QmeeSpW67gSeRYDPJX2w87FJXSGMrdVoZUsCWTtTS5auC5,#9231
None,Pyramids,Ryoshi,Monocle,Brown,Sombrero,Mask,61aa7e195f3a3742af4c6ce3,SHIBOSHIS - Official Collection,9233,https://shiboshis.mypinata.cloud/ipfs/QmSMRZUR4DZsnWuJ8FaBHkcbbUTyLr9nBBs2eDrRXXS7Zz,#9232
None,Red,Clown,Look Forward,Black,Cyborg,Mask,61aa7e195f3a3742af4c6ce4,SHIBOSHIS - Official Collection,9234,https://shiboshis.mypinata.cloud/ipfs/QmVh7QJNh1iLxFqpoqiqqGkayKzQQZnrfaYNPVAamjtmVk,#9233
None,Rainbow,Army,Cyborg,Orange,University,Pizza,61aa7e195f3a3742af4c6ce5,SHIBOSHIS - Official Collection,9235,https://shiboshis.mypinata.cloud/ipfs/QmUYf8CQaZwwchovQ78w3ESEeVzCit9pXrrgtP5uC9fKCg,TERMINATORX
None,Space,Army,Classic,Brown,Rasta,Flames,61aa7e195f3a3742af4c6ce6,SHIBOSHIS - Official Collection,9236,https://shiboshis.mypinata.cloud/ipfs/Qmdztn9oGYwNQHfBaoYr9h46mn7CAwaCKM1SK5FGkyewmr,#9235
None,Rainbow,Blue Armor,Black Mask,Orange,Blue Hair,Pizza,61aa7e195f3a3742af4c6ce7,SHIBOSHIS - Official Collection,9237,https://shiboshis.mypinata.cloud/ipfs/QmRXt8EMHeeynqWVriP1vKzFjA4NMfPu5MtcUKm4Lxwaer,#9236
None,Yellow,Jersey,Rocker Makeup,Brown,Cowboy Hat,Bone,61aa7e195f3a3742af4c6ce8,SHIBOSHIS - Official Collection,9238,https://shiboshis.mypinata.cloud/ipfs/QmXKbpGQkU6KSzGWnZKf8uq1dhtEszBLLjnJGEgg3hhE3v,#9237
None,Rainbow,Astro,Red,Brown,Beanie,Bubblegum,61aa7e195f3a3742af4c6ce9,SHIBOSHIS - Official Collection,9239,https://shiboshis.mypinata.cloud/ipfs/QmUG4y9Z6JEJ9jLtypc4vdUDfAW9nchVjg79ZsA1xnb4Uc,#9238
None,Blue,Clown,Monocle,Orange,Beanie,Bone,61aa7e195f3a3742af4c6cea,SHIBOSHIS - Official Collection,9240,https://shiboshis.mypinata.cloud/ipfs/QmNxDvqEDqCBHLt8MtiADL2pa2hFRLV1nRWkra9r6ifvQZ,#9239
None,Purple,Peace Tank,Rocker Makeup,Orange,Devil Horns,Flames,61aa7e195f3a3742af4c6ceb,SHIBOSHIS - Official Collection,9241,https://shiboshis.mypinata.cloud/ipfs/QmbUcF8ymCQoZvhCkPZTHf7bX8KmgpiGveLWTrNouUPzVu,#9240
None,Green,Bat,Meme Shades,Orange,Crown,Smirk,61aa7e195f3a3742af4c6cec,SHIBOSHIS - Official Collection,9242,https://shiboshis.mypinata.cloud/ipfs/QmNiFS1nHVvRwhAapAJD5jCnhTPMq9UXHnmjXXg5u5CPtN,KING DEAL WITH IT
None,Orange,Ryoshi,Monocle,Black,Ryoshi,Party Popper,61aa7e195f3a3742af4c6ced,SHIBOSHIS - Official Collection,9243,https://shiboshis.mypinata.cloud/ipfs/QmWwjjjhy51QkuwfJoUBZsKoqchu9zLDX1e8ncL1icPZ7n,#9242
None,Blue,Clown,Glasses,Orange,Top Hat,Cigarette,61aa7e195f3a3742af4c6cee,SHIBOSHIS - Official Collection,9244,https://shiboshis.mypinata.cloud/ipfs/QmbH3nsgDBwsY3P42HZ9rd85iMy8chY9iejcShM1Tue6Rk,#9243
None,Space,Blue Armor,Red,Brown,Cowboy Hat,Mask,61aa7e195f3a3742af4c6cef,SHIBOSHIS - Official Collection,9245,https://shiboshis.mypinata.cloud/ipfs/QmcVsYhjYXhVD98p2uN64DMEiu68E4UiDtSbrEoNwhUzSa,#9244
None,Orange,Bat,Meme Shades,Black,Cowboy Hat,Pizza,61aa7e195f3a3742af4c6cf0,SHIBOSHIS - Official Collection,9246,https://shiboshis.mypinata.cloud/ipfs/QmYqxrYf2zNZp6yWinHEJBPgBLH8GB6oVjcMohD1B8Yq87,#9245
None,Space,Poncho,3D Glasses,Orange,Beanie,Pizza,61aa7e195f3a3742af4c6cf1,SHIBOSHIS - Official Collection,9247,https://shiboshis.mypinata.cloud/ipfs/QmT4xivA8yHoTxkyFMBjtpPuBcHNuyZnBp2kxpNTJ8wYDQ,K
None,Pyramids,Doctor,Spirals,Black,Beanie,Party Popper,61aa7e195f3a3742af4c6cf2,SHIBOSHIS - Official Collection,9248,https://shiboshis.mypinata.cloud/ipfs/QmYBHW6wsktKrSrDg8W5NcEuFrR9FPr423fpmVh1kydWLD,#9247
None,Lightning,Blue Armor,Spirals,Brown,Top Hat,Normal,61aa7e195f3a3742af4c6cf3,SHIBOSHIS - Official Collection,9249,https://shiboshis.mypinata.cloud/ipfs/QmWr4o1CgqQRZZehvSCjGD8iJ2Y4NJvjgqTevgwqtoESG1,#9248
None,Snowy Mountains,None,Cyborg,Brown,Blue Hair,Pipe,61aa7e195f3a3742af4c6cf4,SHIBOSHIS - Official Collection,9250,https://shiboshis.mypinata.cloud/ipfs/QmbdSrTV6AEAM6zupdUf3h6AcVxnfsnq8zArTaEJNFqdV8,#9249
None,Snowy Mountains,Army,Look Forward,Brown,Blue Hair,Bubblegum,61aa7e195f3a3742af4c6cf5,SHIBOSHIS - Official Collection,9251,https://shiboshis.mypinata.cloud/ipfs/QmcpdgdrgGU5ZrdA2sxrC8ctreKyWV1CpJWLbSXxq4y7S7,#9250
None,Lightning,None,Spirals,Orange,Cowboy Hat,Pizza,61aa7e195f3a3742af4c6cf6,SHIBOSHIS - Official Collection,9252,https://shiboshis.mypinata.cloud/ipfs/QmQDvkZfb76gtAismNXhhMKXG1BeNauuQWWcXDHsSpoptJ,#9251
None,Orange,Rocker Vest,Glasses,Brown,Devil Horns,Flames,61aa7e195f3a3742af4c6cf7,SHIBOSHIS - Official Collection,9253,https://shiboshis.mypinata.cloud/ipfs/QmamwwJjEHKiuMjTuyZfKwb8EJsiVtUg9creqinZhfX33t,#9252
None,Beach,Blue Armor,Rocker Makeup,Brown,Cowboy Hat,Party Popper,61aa7e195f3a3742af4c6cf8,SHIBOSHIS - Official Collection,9254,https://shiboshis.mypinata.cloud/ipfs/QmQwfRMYoefu2pUDJTs9Q2gJtHLksS1Gu2SDTAmRikdS11,#9253
None,Space,Business Suit,Laser Eyes,Brown,Mohawk,Mask,61aa7e195f3a3742af4c6cf9,SHIBOSHIS - Official Collection,9255,https://shiboshis.mypinata.cloud/ipfs/QmPX7riFmuewiJMS8uvnKcTggi3gnNuxPT6gB1AWgPA9yd,#9254
None,Snowy Mountains,Business Suit,Monocle,Black,Halo,Flames,61aa7e195f3a3742af4c6cfa,SHIBOSHIS - Official Collection,9256,https://shiboshis.mypinata.cloud/ipfs/QmS1V6dE4F1E8WMVbYwCogFs8jJn9YVBz9LTQmNu4bvbY5,#9255
None,Blue,Jersey,Red,Black,Beanie,Pipe,61aa7e195f3a3742af4c6cfb,SHIBOSHIS - Official Collection,9257,https://shiboshis.mypinata.cloud/ipfs/QmVaPHWNmqfv7VKKdk2mF5wNSD2dEZJd8iCQzsnYAdmTMa,#9256
None,Blue,Scarf,3D Glasses,Brown,Army,Normal,61aa7e195f3a3742af4c6cfc,SHIBOSHIS - Official Collection,9258,https://shiboshis.mypinata.cloud/ipfs/QmWkFVzTELtCYSr5Vpi14yrRBbWo8TEYXy9qynsV2AjhPa,#9257
None,Space,Wizard Robe,Monocle,Orange,Devil Horns,Pipe,61aa7e195f3a3742af4c6cfd,SHIBOSHIS - Official Collection,9259,https://shiboshis.mypinata.cloud/ipfs/QmXoJNrvbnM1DK2UM9h7f3HbxpXuaSJkpaAr8BTbtvcTTq,#9258
None,Pyramids,Steel,Look Up,Orange,Cyborg,Growl,61aa7e195f3a3742af4c6cfe,SHIBOSHIS - Official Collection,9260,https://shiboshis.mypinata.cloud/ipfs/QmW78KLAZxTKsyu2aMYfjKnV5M8fj99qFiEZzZVvdygZH8,#9259
None,Orange Fade,Cowboy,3D Glasses,Brown,University,Pipe,61aa7e195f3a3742af4c6cff,SHIBOSHIS - Official Collection,9261,https://shiboshis.mypinata.cloud/ipfs/QmPe1zwdXjkfngc3hcnVx94Wowo5AZND82Pp4FppPN8WJb,#9260
None,Green,Business Suit,Pirate Patch,Orange,None,Pizza,61aa7e195f3a3742af4c6d00,SHIBOSHIS - Official Collection,9262,https://shiboshis.mypinata.cloud/ipfs/QmbFPegryrxWsNgjK8QyMWhUNyB7QPH1wm88KfnHeCuwED,#9261
None,Yellow,Astro,Classic,Orange,University,Pipe,61aa7e195f3a3742af4c6d01,SHIBOSHIS - Official Collection,9263,https://shiboshis.mypinata.cloud/ipfs/QmQDa5iZL7r5L3wknerLLtPt9BmTjpWZzYS2NKHsemm7nz,#9262
None,Orange Fade,Blue Armor,Wink,Orange,Blue Hair,Smirk,61aa7e195f3a3742af4c6d02,SHIBOSHIS - Official Collection,9264,https://shiboshis.mypinata.cloud/ipfs/QmYYAisrDNGeX8KCKSxVY4WkzKQHV6Waik6oRUknuDMABt,#9263
None,Orange Fade,None,Cyborg,Brown,Army,Growl,61aa7e195f3a3742af4c6d03,SHIBOSHIS - Official Collection,9265,https://shiboshis.mypinata.cloud/ipfs/QmWBBSDyFM7wC4XfMQeXbPRqoJvZkoyqAf9Cw1Zf4Vo7YB,#9264
None,Green,Blue Armor,3D Glasses,Orange,Cowboy Hat,Tongue Out,61aa7e195f3a3742af4c6d04,SHIBOSHIS - Official Collection,9266,https://shiboshis.mypinata.cloud/ipfs/QmZchQbVk2k1d2KfA96qfec2LQr46tmPApey2QDwBmAorK,#9265
None,Lightning,Orange Gi,Black Mask,Orange,Halo,Mask,61aa7e195f3a3742af4c6d05,SHIBOSHIS - Official Collection,9267,https://shiboshis.mypinata.cloud/ipfs/QmWEubCXFf3x1WcFNVNqp68pAsKwyFUvnxmuiro1RdnY2d,#9266
None,Red,Ryoshi,Cyborg,Orange,Pirate,Mask,61aa7e195f3a3742af4c6d06,SHIBOSHIS - Official Collection,9268,https://shiboshis.mypinata.cloud/ipfs/QmREpweFfLeW4ZSssjULWAEhsA7e7SBpjpeaPV4i8HsdpG,#9267
None,Purple,Rocker Vest,Rocker Makeup,Orange,Blonde Hair,Pipe,61aa7e195f3a3742af4c6d07,SHIBOSHIS - Official Collection,9269,https://shiboshis.mypinata.cloud/ipfs/QmS4z8xkyaLpbxGZw6bqqHdEJjzUnA57HrHRgjSX2qamvm,#9268
None,Snowy Mountains,Overalls,Wink,Brown,Sportband,Normal,61aa7e195f3a3742af4c6d08,SHIBOSHIS - Official Collection,9270,https://shiboshis.mypinata.cloud/ipfs/QmZST8WcnDRV6cK5t65iJesB34p78GJZnyWh6J85SxtwRJ,#9269
None,Orange Fade,Clown,3D Glasses,Brown,Beanie,Growl,61aa7e195f3a3742af4c6d09,SHIBOSHIS - Official Collection,9271,https://shiboshis.mypinata.cloud/ipfs/QmVj8ps5XA3tEqZT85w14Nif2hPcU5nzpBbBcYccV4HCHR,#9270
None,Yellow,Poncho,Crosseyed,Orange,Sportband,Whistle,61aa7e195f3a3742af4c6d0a,SHIBOSHIS - Official Collection,9272,https://shiboshis.mypinata.cloud/ipfs/QmSCQsRqihdzSMjrNEohjyjRANodJ6c16b1ctPFWy24TJo,#9271
None,Green,Business Suit,Monocle,Brown,Clown,Whistle,61aa7e195f3a3742af4c6d0b,SHIBOSHIS - Official Collection,9273,https://shiboshis.mypinata.cloud/ipfs/QmQ8XD4L1gbtvAsKoiGuNxGEdLKmay14ToXYZbwhdZVfKq,#9272
None,Orange,Peace Tank,Classic,Orange,Sombrero,Smirk,61aa7e195f3a3742af4c6d0c,SHIBOSHIS - Official Collection,9274,https://shiboshis.mypinata.cloud/ipfs/Qmbm6Yeo3MXWJ9gTNoxdYbiRLTUQ39Y6DgCZPceCLAKPVY,#9273
None,Blue,Steel,Meme Shades,Brown,Mohawk,Bone,61aa7e195f3a3742af4c6d0d,SHIBOSHIS - Official Collection,9275,https://shiboshis.mypinata.cloud/ipfs/QmQTdC8g7KGYMN5e6B18QYcr8zbtvUZTSAgNGCZ3xDhDq4,#9274
None,Lightning,Army,Cyborg,Orange,Ryoshi,Growl,61aa7e195f3a3742af4c6d0e,SHIBOSHIS - Official Collection,9276,https://shiboshis.mypinata.cloud/ipfs/QmSiRAgSKrEnxWENUguRfQCNGhRZZVBU8odoDCos1fz2FX,#9275
None,Red,Rocker Vest,Meme Shades,Orange,"Captain's Hat",Bone,61aa7e195f3a3742af4c6d0f,SHIBOSHIS - Official Collection,9277,https://shiboshis.mypinata.cloud/ipfs/QmbNAsAp7ZyADKjS27cw6GSH1kicQkH2dxxgYjU38sQg2j,#9276
None,Pyramids,Tux Shirt,Cyborg,Orange,Devil Horns,Normal,61aa7e195f3a3742af4c6d10,SHIBOSHIS - Official Collection,9278,https://shiboshis.mypinata.cloud/ipfs/QmUGLWQ1V8dVdbrKsHZf2dbQWfdYAD8XMue7XEfzdQKMHv,#9277
None,Lightning,Poncho,Crosseyed,Orange,Beanie,Flames,61aa7e195f3a3742af4c6d11,SHIBOSHIS - Official Collection,9279,https://shiboshis.mypinata.cloud/ipfs/QmenpbRwiDRALCnAn3gBVUWmRVouJ7Y7PmE187FDGproXW,#9278
None,Orange,Wizard Robe,Meme Shades,Orange,Sombrero,Cigarette,61aa7e195f3a3742af4c6d12,SHIBOSHIS - Official Collection,9280,https://shiboshis.mypinata.cloud/ipfs/QmaCLomzVn5yaKRpvDeLKEm68zX6hSzDb3X7qK9KsCmqQY,#9279
None,Space,Bat,Meme Shades,Orange,Clown,Whistle,61aa7e195f3a3742af4c6d13,SHIBOSHIS - Official Collection,9281,https://shiboshis.mypinata.cloud/ipfs/QmXV8gCzNCE5LLXhrdhKy3vAnqPcbfg51cs3oPN5Mt7eqE,#9280
None,Yellow,Doctor,Cyborg,Orange,Sombrero,Herb,61aa7e195f3a3742af4c6d14,SHIBOSHIS - Official Collection,9282,https://shiboshis.mypinata.cloud/ipfs/QmUAoNM4uNuD3mmwPTzUhBBtkMHB7MLRH63yd4cigTWnHM,#9281
None,Yellow,Jersey,Crosseyed,Orange,Rasta,Pipe,61aa7e195f3a3742af4c6d15,SHIBOSHIS - Official Collection,9283,https://shiboshis.mypinata.cloud/ipfs/QmPHpDXF4Fck3y594EN8EEnqpbm5pwVkcocYB6ZbPR9mDu,#9282
None,Snowy Mountains,Doctor,Look Forward,Orange,Beanie,Party Popper,61aa7e195f3a3742af4c6d16,SHIBOSHIS - Official Collection,9284,https://shiboshis.mypinata.cloud/ipfs/QmPsHjpGmoQNseJCUEynVWGvfcyxKAS1bNnHZV3mFquPva,#9283
None,Red,Bat,Wink,Orange,University,Mask,61aa7e195f3a3742af4c6d17,SHIBOSHIS - Official Collection,9285,https://shiboshis.mypinata.cloud/ipfs/QmbGHaeMdBwYPUuaqeE7CeJSrgrtTePmhHcLKyx8qVU31b,#9284
None,Blue,DEV,Pirate Patch,Orange,Rasta,Pizza,61aa7e195f3a3742af4c6d18,SHIBOSHIS - Official Collection,9286,https://shiboshis.mypinata.cloud/ipfs/QmW9gk3KJegxQghhMDxb4S31BwZ8bHDUnm3bjCSqXH5Dcz,#9285
None,Lightning,Blue Armor,Look Up,Orange,Mohawk,Pipe,61aa7e195f3a3742af4c6d19,SHIBOSHIS - Official Collection,9287,https://shiboshis.mypinata.cloud/ipfs/QmZfnc2VfZQD2jkxudK24qA7QrVJwaAqBsQbLwoftTz9vr,#9286
None,Orange Fade,Business Suit,Pirate Patch,Orange,Blue Hair,Normal,61aa7e195f3a3742af4c6d1a,SHIBOSHIS - Official Collection,9288,https://shiboshis.mypinata.cloud/ipfs/QmNoGn82LKHYrEXtJ6BtECP1SJSMs144ZDBFtkkGkrbNB5,#9287
None,Purple,None,Cyborg,Orange,Devil Horns,Tongue Out,61aa7e195f3a3742af4c6d1b,SHIBOSHIS - Official Collection,9289,https://shiboshis.mypinata.cloud/ipfs/QmQ3YqMKcPqynra9PxCHYJkt4pXorZ4i19Qgjyhd4V66gW,#9288
None,Purple,Peace Tank,Rocker Makeup,Brown,Devil Horns,Bone,61aa7e195f3a3742af4c6d1c,SHIBOSHIS - Official Collection,9290,https://shiboshis.mypinata.cloud/ipfs/QmZ398aF3yPqJsFwXQmCXgFyaEQ5mFbEp4vj5Jsw6opRMu,#9289
None,Purple,Orange Gi,Crosseyed,Brown,Halo,Bone,61aa7e195f3a3742af4c6d1d,SHIBOSHIS - Official Collection,9291,https://shiboshis.mypinata.cloud/ipfs/Qmb6s19ZRKdzPJ4rdo6r9tuNiW1r2V1LD4WT3RN2tcBcrg,#9290
None,Beach,Jersey,Spirals,Orange,"Captain's Hat",Party Popper,61aa7e195f3a3742af4c6d1e,SHIBOSHIS - Official Collection,9292,https://shiboshis.mypinata.cloud/ipfs/QmbLx9yNh2X7z3ERmYGqfzGfWXLJ1f7DPJcEk77ivwHCax,#9291
None,Green,Scarf,Cyborg,Orange,"Captain's Hat",Mask,61aa7e195f3a3742af4c6d1f,SHIBOSHIS - Official Collection,9293,https://shiboshis.mypinata.cloud/ipfs/QmRtsmgeJyLcGVMUWMN4gnzCSu6KMf4EwZvDSsKZomG4oN,#9292
None,Snowy Mountains,Astro,Crosseyed,Orange,Beanie,Party Popper,61aa7e195f3a3742af4c6d20,SHIBOSHIS - Official Collection,9294,https://shiboshis.mypinata.cloud/ipfs/QmfGd1zVseAWcGB3YwDa64pHUTX59W6tPhmHzn6yJeW1Mk,#9293
None,Orange,Jersey,Rocker Makeup,Orange,Pirate,Mask,61aa7e195f3a3742af4c6d21,SHIBOSHIS - Official Collection,9295,https://shiboshis.mypinata.cloud/ipfs/QmerpzdgWYMFKCFiMwXhzoE6sxGEnjNYFbyRDhGJfixhi8,#9294
